wave,var,label
2010,q617,q617 - Were you satisfied with the response?
2010,q618_1,q618_1 - People use different sources to learn what is going on in their country
2010,q618_2,q618_2 - People use different sources to learn what is going on in their country
2010,q618_3,q618_3 - People use different sources to learn what is going on in their country
2010,q618_4,q618_4 - People use different sources to learn what is going on in their country
2010,q618_5,q618_5 - People use different sources to learn what is going on in their country
2010,q618_6,q618_6 - People use different sources to learn what is going on in their country
2010,q619,q619 - Total minutes watched TV for
2010,q620a,q620_1 - Please rate the overall performance of  Local administration {null=not
2010,q620b,q620_2 - Please rate the overall performance of  Regional administration {null=n
2010,q620c,q620_3 - Please rate the overall performance of  National administration {null=n
2010,q621a,q621_1 - How has the overall performance of Local administration changed in the
2010,q621b,q621_2 - How has the overall performance of Regional administration changed in t
2010,q621c,q621_3 - How has the overall performance of National administration changed in t
2010,q701,q701 - What is your present marital status?
2010,q702,q702 - Do you live together with a spouse or a long-term partner?
2010,q703,q703 - COUNTRY?
2010,q704,q704 - How would you assess your health?
2010,q705,q705 - How long have you lived in this city / town / village? YEARS {null=THE WH
2010,q706c,q706c - Where did you move from?
2010,q707c,q707c - Where were you born?
2010,q708,q708 - Do you intend to move abroad in the next 12 months?
2010,q709,q709 - Do you intend to move elsewhere in this country within the next 12 months
2010,q711,q711 - Do you have friends or relatives in the place that you plan to move to?
2010,q712,q712 - Are you currently a member of a political party?
2010,q713a,"q713a - Here is a list of voluntary organizations. For each one, please indicate"
2010,q713b,"q713b - Here is a list of voluntary organizations. For each one, please indicate"
2010,q713c,"q713c - Here is a list of voluntary organizations. For each one, please indicate"
2010,q713d,"q713d - Here is a list of voluntary organizations. For each one, please indicate"
2010,q713e,"q713e - Here is a list of voluntary organizations. For each one, please indicate"
2010,q713f,"q713f - Here is a list of voluntary organizations. For each one, please indicate"
2010,q713g,"q713g - Here is a list of voluntary organizations. For each one, please indicate"
2010,q713h,"q713h - Here is a list of voluntary organizations. For each one, please indicate"
2010,q714a,q714_1 - Were you or any member of your family a member of he Communist Party pr
2010,q714b,q714_2 - Were you or any member of your family a member of he Communist Party pr
2010,q714c,q714_3 - Were you or any member of your family a member of he Communist Party pr
2010,q714d,q714_4 - Were you or any member of your family a member of he Communist Party pr
2010,q714e,q714_5 - Were you or any member of your family a member of he Communist Party pr
2010,q714f_97,Q.7.14 Were you or any member of your family a member of he Communist Party prio
2010,q714g_99,Q.7.14 Were you or any member of your family a member of he Communist Party prio
2010,q715_1,q715_1 - How likely are you to...  ...attend a lawful demonstration?
2010,q715_2,q715_2 - How likely are you to...  ...participate in a strike?
2010,q715_3,q715_3 - How likely are you to...  ...join a political party?
2010,q715_4,q715_4 - How likely are you to...  ...sign petitions?
2010,q716,q716 - What is your religion?
2010,q717_1,q717_1 - What is...  Your mother tongue?
2010,q717_2,q717_2 - What is...  Your mother's mother tongue?
2010,q717_3,q717_3 - What is...  Your father's mother tongue?
2010,q718,q718 - How many years of full-time education did your father have? YEARS
2010,q719,q719 - How many years of full-time education did your mother have? YEARS
2010,q721a,"q721_1 - Were you, your parents or any of your grandparents physically injured o"
2010,q721b,"q721_2 - Did you, your parents or any of your grandparents have to move as a res"
2010,q721c,q721_3 - Were you or any member of your household physically injured as a result
2010,q721d,q721_4 - Was any member of your household killed as a result of the conflict in
2010,q721e,q721_5 - Did your household have to move a result of the conflict in (COUNTRY) (
2010,q722,"q722 - All things considered, how satisfied or dissatisfied are you with your li"
2010,q801,"q801 - As you know, an economic crisis is affecting the whole world and our coun"
2010,q802aa,q802a_01 - How has this economic crisis affected you (or other household members
2010,q802ab,q802a_02 - How has this economic crisis affected you (or other household members
2010,q802ac,q802a_03 - How has this economic crisis affected you (or other household members
2010,q802ad,q802a_04 - How has this economic crisis affected you (or other household members
2010,q802ae,q802a_05 - How has this economic crisis affected you (or other household members
2010,q802af,q802a_06 - How has this economic crisis affected you (or other household members
2010,q802ag,q802a_07 - How has this economic crisis affected you (or other household members
2010,q802ah,q802a_08 - How has this economic crisis affected you (or other household members
2010,q802ai,q802a_09 - How has this economic crisis affected you (or other household members
2010,q802aj,q802a_10 - How has this economic crisis affected you (or other household members
2010,q802ak,q802a_11 - How has this economic crisis affected you (or other household members
2010,q802al_0,q802a_20 - How has this economic crisis affected you (or other household members
2010,q802am_9,q802a_21 - How has this economic crisis affected you (or other household members
2010,q802an_9,q802a_22 - How has this economic crisis affected you (or other household members
2010,q802b,q802b -  And which one has affected you the most?
2010,q803aa,Q.8.03 Which of these do you think are responsible for the global economic crisi
2010,q803ab,Q.8.03 Which of these do you think are responsible for the global economic crisi
2010,q803ac,Q.8.03 Which of these do you think are responsible for the global economic crisi
2010,q803ad,Q.8.03 Which of these do you think are responsible for the global economic crisi
2010,q803ae,Q.8.03 Which of these do you think are responsible for the global economic crisi
2010,q803af,Q.8.03 Which of these do you think are responsible for the global economic crisi
2010,q803ag,Q.8.03 Which of these do you think are responsible for the global economic crisi
2010,q803ah,Q.8.03 Which of these do you think are responsible for the global economic crisi
2010,q803ai,Q.8.03 Which of these do you think are responsible for the global economic crisi
2010,q803aj,Q.8.03 Which of these do you think are responsible for the global economic crisi
2010,q803b,q803b - And who do you think is most responsible?
2010,q804a,"q804_01 - In the past two years, have you had to take any of the following measu"
2010,q804b,"q804_02 - In the past two years, have you had to take any of the following measu"
2010,q804c,"q804_03 - In the past two years, have you had to take any of the following measu"
2010,q804d,"q804_04 - In the past two years, have you had to take any of the following measu"
2010,q804e,"q804_05 - In the past two years, have you had to take any of the following measu"
2010,q804f,"q804_06 - In the past two years, have you had to take any of the following measu"
2010,q804g,"q804_07 - In the past two years, have you had to take any of the following measu"
2010,q804h,"q804_08 - In the past two years, have you had to take any of the following measu"
2010,q804i,"q804_09 - In the past two years, have you had to take any of the following measu"
2010,q804j,"q804_10 - In the past two years, have you had to take any of the following measu"
2010,q804k,"q804_11 - In the past two years, have you had to take any of the following measu"
2010,q804l,"q804_12 - In the past two years, have you had to take any of the following measu"
2010,q804m,"q804_13 - In the past two years, have you had to take any of the following measu"
2010,q804n,"q804_14 - In the past two years, have you had to take any of the following measu"
2010,q804o,"q804_15 - In the past two years, have you had to take any of the following measu"
2010,q804p,"q804_16 - In the past two years, have you had to take any of the following measu"
2010,q804q,"q804_17 - In the past two years, have you had to take any of the following measu"
2010,q804r,"q804_18 - In the past two years, have you had to take any of the following measu"
2010,q804s,"q804_19 - In the past two years, have you had to take any of the following measu"
2010,q804t_01,"q804_20 - In the past two years, have you had to take any of the following measu"
2010,q804u_97,"q804_21 - In the past two years, have you had to take any of the following measu"
2010,q805,"q805 - In the past two years, have you or any member of your household tried to"
2010,q810_1,q810_1 - Whom have you (or another household member) tried to borrow money from?
2010,q810_2,q810_2 - Whom have you (or another household member) tried to borrow money from?
2010,q810_3,q810_3 - Whom have you (or another household member) tried to borrow money from?
2010,q810_4,q810_4 - Whom have you (or another household member) tried to borrow money from?
2010,q810_5,q810_5 - Whom have you (or another household member) tried to borrow money from?
2010,q810_6,q810_6 - Whom have you (or another household member) tried to borrow money from?
2010,q811,q811 - Did you (or another household member) succeed?
2010,q812_1,q812_1 - In the past 12 months has anyone in your household applied for any of t
2010,q812_2,q812_2 - In the past 12 months has anyone in your household applied for any of t
2010,q812_3,q812_3 - In the past 12 months has anyone in your household applied for any of t
2010,q812_4,q812_4 - In the past 12 months has anyone in your household applied for any of t
2010,q813a,Q.813a What was the result of this application?: Unemployment benefit
2010,q813b,Q.813b What was the result of this application?: Housing support
2010,q813c,Q.813c What was the result of this application?: Child support
2010,q813d,Q.813d What was the result of this application?: Targeted social assistance (TSA
2010,q814a,Q.814a Has your household received its first payment?: Unemployment benefit
2010,q814b,Q.814b Has your household received its first payment?: Housing support
2010,q814c,Q.814c Has your household received its first payment?: Child support
2010,q814d,Q.814d Has your household received its first payment?: Targeted social assistanc
2010,q815a,q815a - How many months did it take to receive the first payment?: Unemployment
2010,q815b,q815b - How many months did it take to receive the first payment?: Housing suppo
2010,q815c,q815c - How many months did it take to receive the first payment?: Child support
2010,q815d,q815d - How many months did it take to receive the first payment?: lTargeted soc
2010,q816a,Q.816a How helpful was this support?: Unemployment benefit
2010,q816b,Q.816b How helpful was this support?: Housing support
2010,q816c,Q.816c How helpful was this support?: Child support
2010,q816d,Q.816d How helpful was this support?: Targeted social assistance (TSA)/ Guarante
2010,respondentage,
2010,respondentgender,
2010,select,select - ENTER ID CODE OF HOUSEHOLD MEMBER RANDOMLY SELECTED TO ANSWER SECTIONS
2010,select2,select2 - ENTER ID CODE OF KNOWLEDGEABLE HOUSEHOLD MEMBER WHO WILL ANSWER SECTIO
2010,tablec,a4 - Type of settlement
2010,weight,Democratic weight: Each country's weights add up to its population
2016,B1,B1. Could I check if this is your main residence
2016,C1,C. Final H/h member interview OUTCOME First selected person
2016,C1_notes,Other unproductive (please specify in Notes): First selected person
2016,C2,C. Final H/h member interview OUTCOME Second selected person
2016,C2_notes,Other unproductive (please specify in Notes): Second selected person
2016,C3,C. Final H/h member interview OUTCOME Head of household
2016,C3_notes,Other unproductive (please specify in Notes): Head of household
2016,DURATION1,
2016,DURATION2,
2016,DURATION3,
2016,DURATION4,
2016,DURATION5,
2016,DURATION_ALL,Interview duration
2016,Duration1,Sec
2016,Duration2,2 Duration
2016,Duration3,3 Duration
2016,Duration4,4 Duration
2016,Duration5,5 Duration
2016,Duration_ALL,
2016,ID,Unique Interview number
2016,INTNR,Interview number
2016,INTTIME,Interview duration (sec)
2016,InterviewerID,Interviewer name or ID number
2016,PRq301,Primary respondent - (3.01) Ownership of a (second) dwelling
2016,PRq302_1_1,Primary respondent - (3.02) Owner codes - dwelling 1. Owner code 1
2016,PRq302_1_10,Primary respondent - (3.02) Owner codes - dwelling 1. Owner code 10
2016,PRq302_1_2,Primary respondent - (3.02) Owner codes - dwelling 1. Owner code 2
2016,PRq302_1_3,Primary respondent - (3.02) Owner codes - dwelling 1. Owner code 3
2016,PRq302_1_4,Primary respondent - (3.02) Owner codes - dwelling 1. Owner code 4
2016,PRq302_1_5,Primary respondent - (3.02) Owner codes - dwelling 1. Owner code 5
2016,PRq302_1_6,Primary respondent - (3.02) Owner codes - dwelling 1. Owner code 6
2016,PRq302_1_7,Primary respondent - (3.02) Owner codes - dwelling 1. Owner code 7
2016,PRq302_1_8,Primary respondent - (3.02) Owner codes - dwelling 1. Owner code 8
2016,PRq302_1_9,Primary respondent - (3.02) Owner codes - dwelling 1. Owner code 9
2016,PRq302_1_97,Primary respondent - (3.02) Owner codes - dwelling 1. Don't know
2016,PRq302_1_99,Primary respondent - (3.02) Owner codes - dwelling 1. Refusual
2016,PRq302_2_1,Primary respondent - (3.02) Owner codes - dwelling 2. Owner code 1
2016,PRq302_2_10,Primary respondent - (3.02) Owner codes - dwelling 2. Owner code 10
2016,PRq302_2_2,Primary respondent - (3.02) Owner codes - dwelling 2. Owner code 2
2016,PRq302_2_3,Primary respondent - (3.02) Owner codes - dwelling 2. Owner code 3
2016,PRq302_2_4,Primary respondent - (3.02) Owner codes - dwelling 2. Owner code 4
2016,PRq302_2_5,Primary respondent - (3.02) Owner codes - dwelling 2. Owner code 5
2016,PRq302_2_6,Primary respondent - (3.02) Owner codes - dwelling 2. Owner code 6
2016,PRq302_2_7,Primary respondent - (3.02) Owner codes - dwelling 2. Owner code 7
2016,PRq302_2_8,Primary respondent - (3.02) Owner codes - dwelling 2. Owner code 8
2016,PRq302_2_9,Primary respondent - (3.02) Owner codes - dwelling 2. Owner code 9
2016,PRq302_2_97,Primary respondent - (3.02) Owner codes - dwelling 2. Don't know
2016,PRq302_2_99,Primary respondent - (3.02) Owner codes - dwelling 2. Refusual
2016,PRq302_3_1,Primary respondent - (3.02) Owner codes - dwelling 3. Owner code 1
2016,PRq302_3_10,Primary respondent - (3.02) Owner codes - dwelling 3. Owner code 10
2016,PRq302_3_2,Primary respondent - (3.02) Owner codes - dwelling 3. Owner code 2
2016,PRq302_3_3,Primary respondent - (3.02) Owner codes - dwelling 3. Owner code 3
2016,PRq302_3_4,Primary respondent - (3.02) Owner codes - dwelling 3. Owner code 4
2016,PRq302_3_5,Primary respondent - (3.02) Owner codes - dwelling 3. Owner code 5
2016,PRq302_3_6,Primary respondent - (3.02) Owner codes - dwelling 3. Owner code 6
2016,PRq302_3_7,Primary respondent - (3.02) Owner codes - dwelling 3. Owner code 7
2016,PRq302_3_8,Primary respondent - (3.02) Owner codes - dwelling 3. Owner code 8
2016,PRq302_3_9,Primary respondent - (3.02) Owner codes - dwelling 3. Owner code 9
2016,PRq302_3_97,Primary respondent - (3.02) Owner codes - dwelling 3. Don't know
2016,PRq302_3_99,Primary respondent - (3.02) Owner codes - dwelling 3. Refusual
2016,PRq302_4_1,Primary respondent - (3.02) Owner codes - dwelling 4. Owner code 1
2016,PRq302_4_10,Primary respondent - (3.02) Owner codes - dwelling 4. Owner code 10
2016,PRq302_4_2,Primary respondent - (3.02) Owner codes - dwelling 4. Owner code 2
2016,PRq302_4_3,Primary respondent - (3.02) Owner codes - dwelling 4. Owner code 3
2016,PRq302_4_4,Primary respondent - (3.02) Owner codes - dwelling 4. Owner code 4
2016,PRq302_4_5,Primary respondent - (3.02) Owner codes - dwelling 4. Owner code 5
2016,PRq302_4_6,Primary respondent - (3.02) Owner codes - dwelling 4. Owner code 6
2016,PRq302_4_7,Primary respondent - (3.02) Owner codes - dwelling 4. Owner code 7
2016,PRq302_4_8,Primary respondent - (3.02) Owner codes - dwelling 4. Owner code 8
2016,PRq302_4_9,Primary respondent - (3.02) Owner codes - dwelling 4. Owner code 9
2016,PRq302_4_97,Primary respondent - (3.02) Owner codes - dwelling 4. Don't know
2016,PRq302_4_99,Primary respondent - (3.02) Owner codes - dwelling 4. Refusual
2016,PRq302_5_1,Primary respondent - (3.02) Owner codes - dwelling 5. Owner code 1
2016,PRq302_5_10,Primary respondent - (3.02) Owner codes - dwelling 5. Owner code 10
2016,PRq302_5_2,Primary respondent - (3.02) Owner codes - dwelling 5. Owner code 2
2016,PRq302_5_3,Primary respondent - (3.02) Owner codes - dwelling 5. Owner code 3
2016,PRq302_5_4,Primary respondent - (3.02) Owner codes - dwelling 5. Owner code 4
2016,PRq302_5_5,Primary respondent - (3.02) Owner codes - dwelling 5. Owner code 5
2016,PRq302_5_6,Primary respondent - (3.02) Owner codes - dwelling 5. Owner code 6
2016,PRq302_5_7,Primary respondent - (3.02) Owner codes - dwelling 5. Owner code 7
2016,PRq302_5_8,Primary respondent - (3.02) Owner codes - dwelling 5. Owner code 8
2016,PRq302_5_9,Primary respondent - (3.02) Owner codes - dwelling 5. Owner code 9
2016,PRq302_5_97,Primary respondent - (3.02) Owner codes - dwelling 5. Don't know
2016,PRq302_5_99,Primary respondent - (3.02) Owner codes - dwelling 5. Refusual
2016,PRq303_1,Primary respondent - (3.03) Owners have deeds or documents for the dwelling - dw
2016,PRq303_2,Primary respondent - (3.03) Owners have deeds or documents for the dwelling - dw
2016,PRq303_3,Primary respondent - (3.03) Owners have deeds or documents for the dwelling - dw
2016,PRq303_4,Primary respondent - (3.03) Owners have deeds or documents for the dwelling - dw
2016,PRq303_5,Primary respondent - (3.03) Owners have deeds or documents for the dwelling - dw
2016,PRq304_1_1,Primary respondent - (3.04) Names on the deed - dwelling 1. Owner code 1
2016,PRq304_1_10,Primary respondent - (3.04) Names on the deed - dwelling 1. Owner code 10
2016,PRq304_1_2,Primary respondent - (3.04) Names on the deed - dwelling 1. Owner code 2
2016,PRq304_1_3,Primary respondent - (3.04) Names on the deed - dwelling 1. Owner code 3
2016,PRq304_1_4,Primary respondent - (3.04) Names on the deed - dwelling 1. Owner code 4
2016,PRq304_1_5,Primary respondent - (3.04) Names on the deed - dwelling 1. Owner code 5
2016,PRq304_1_6,Primary respondent - (3.04) Names on the deed - dwelling 1. Owner code 6
2016,PRq304_1_7,Primary respondent - (3.04) Names on the deed - dwelling 1. Owner code 7
2016,PRq304_1_8,Primary respondent - (3.04) Names on the deed - dwelling 1. Owner code 8
2016,PRq304_1_9,Primary respondent - (3.04) Names on the deed - dwelling 1. Owner code 9
2016,PRq304_1_97,Primary respondent - (3.04) Names on the deed - dwelling 1. Don't know
2016,PRq304_1_99,Primary respondent - (3.04) Names on the deed - dwelling 1. Refusal
2016,PRq304_2_1,Primary respondent - (3.04) Names on the deed - dwelling 2. Owner code 1
2016,PRq304_2_10,Primary respondent - (3.04) Names on the deed - dwelling 2. Owner code 10
2016,PRq304_2_2,Primary respondent - (3.04) Names on the deed - dwelling 2. Owner code 2
2016,PRq304_2_3,Primary respondent - (3.04) Names on the deed - dwelling 2. Owner code 3
2016,PRq304_2_4,Primary respondent - (3.04) Names on the deed - dwelling 2. Owner code 4
2016,PRq304_2_5,Primary respondent - (3.04) Names on the deed - dwelling 2. Owner code 5
2016,PRq304_2_6,Primary respondent - (3.04) Names on the deed - dwelling 2. Owner code 6
2016,PRq304_2_7,Primary respondent - (3.04) Names on the deed - dwelling 2. Owner code 7
2016,PRq304_2_8,Primary respondent - (3.04) Names on the deed - dwelling 2. Owner code 8
2016,PRq304_2_9,Primary respondent - (3.04) Names on the deed - dwelling 2. Owner code 9
2016,PRq304_2_97,Primary respondent - (3.04) Names on the deed - dwelling 2. Don't know
2016,PRq304_2_99,Primary respondent - (3.04) Names on the deed - dwelling 2. Refusal
2016,PRq304_3_1,Primary respondent - (3.04) Names on the deed - dwelling 3. Owner code 1
2016,PRq304_3_10,Primary respondent - (3.04) Names on the deed - dwelling 3. Owner code 10
2016,PRq304_3_2,Primary respondent - (3.04) Names on the deed - dwelling 3. Owner code 2
2016,PRq304_3_3,Primary respondent - (3.04) Names on the deed - dwelling 3. Owner code 3
2016,PRq304_3_4,Primary respondent - (3.04) Names on the deed - dwelling 3. Owner code 4
2016,PRq304_3_5,Primary respondent - (3.04) Names on the deed - dwelling 3. Owner code 5
2016,PRq304_3_6,Primary respondent - (3.04) Names on the deed - dwelling 3. Owner code 6
2016,PRq304_3_7,Primary respondent - (3.04) Names on the deed - dwelling 3. Owner code 7
2016,PRq304_3_8,Primary respondent - (3.04) Names on the deed - dwelling 3. Owner code 8
2016,PRq304_3_9,Primary respondent - (3.04) Names on the deed - dwelling 3. Owner code 9
2016,PRq304_3_97,Primary respondent - (3.04) Names on the deed - dwelling 2. Don't know
2016,PRq304_3_99,Primary respondent - (3.04) Names on the deed - dwelling 2. Refusal
2016,PRq304_4_1,Primary respondent - (3.04) Names on the deed - dwelling 4. Owner code 1
2016,PRq304_4_10,Primary respondent - (3.04) Names on the deed - dwelling 4. Owner code 10
2016,PRq304_4_2,Primary respondent - (3.04) Names on the deed - dwelling 4. Owner code 2
2016,PRq304_4_3,Primary respondent - (3.04) Names on the deed - dwelling 4. Owner code 3
2016,PRq304_4_4,Primary respondent - (3.04) Names on the deed - dwelling 4. Owner code 4
2016,PRq304_4_5,Primary respondent - (3.04) Names on the deed - dwelling 4. Owner code 5
2016,PRq304_4_6,Primary respondent - (3.04) Names on the deed - dwelling 4. Owner code 6
2016,PRq304_4_7,Primary respondent - (3.04) Names on the deed - dwelling 4. Owner code 7
2016,PRq304_4_8,Primary respondent - (3.04) Names on the deed - dwelling 4. Owner code 8
2016,PRq304_4_9,Primary respondent - (3.04) Names on the deed - dwelling 4. Owner code 9
2016,PRq304_4_97,Primary respondent - (3.04) Names on the deed - dwelling 4. Don't know
2016,PRq304_4_99,Primary respondent - (3.04) Names on the deed - dwelling 4. Refusal
2016,PRq304_5_1,Primary respondent - (3.04) Names on the deed - dwelling 5. Owner code 1
2016,PRq304_5_10,Primary respondent - (3.04) Names on the deed - dwelling 5. Owner code 10
2016,PRq304_5_2,Primary respondent - (3.04) Names on the deed - dwelling 5. Owner code 2
2016,PRq304_5_3,Primary respondent - (3.04) Names on the deed - dwelling 5. Owner code 3
2016,PRq304_5_4,Primary respondent - (3.04) Names on the deed - dwelling 5. Owner code 4
2016,PRq304_5_5,Primary respondent - (3.04) Names on the deed - dwelling 5. Owner code 5
2016,PRq304_5_6,Primary respondent - (3.04) Names on the deed - dwelling 5. Owner code 6
2016,PRq304_5_7,Primary respondent - (3.04) Names on the deed - dwelling 5. Owner code 7
2016,PRq304_5_8,Primary respondent - (3.04) Names on the deed - dwelling 5. Owner code 8
2016,PRq304_5_9,Primary respondent - (3.04) Names on the deed - dwelling 5. Owner code 9
2016,PRq304_5_97,Primary respondent - (3.04) Names on the deed - dwelling 5. Don't know
2016,PRq304_5_99,Primary respondent - (3.04) Names on the deed - dwelling 5. Refusal
2016,PRq305_1,Primary respondent - (3.05) Whether the owner can sell - dwelling 1
2016,PRq305_2,Primary respondent - (3.05) Whether the owner can sell - dwelling 2
2016,PRq305_3,Primary respondent - (3.05) Whether the owner can sell - dwelling 3
2016,PRq305_4,Primary respondent - (3.05) Whether the owner can sell - dwelling 4
2016,PRq305_5,Primary respondent - (3.05) Whether the owner can sell - dwelling 5
2016,PRq306,Primary respondent - (3.06) Do you own any land?
2016,PRq307_1,Primary respondent - (3.07) Land type - land 1
2016,PRq307_2,Primary respondent - (3.07) Land type - land 2
2016,PRq307_3,Primary respondent - (3.07) Land type - land 3
2016,PRq307_4,Primary respondent - (3.07) Land type - land 4
2016,PRq307_5,Primary respondent - (3.07) Land type - land 5
2016,PRq308_1,Primary respondent - (3.08) Primary use - land 1
2016,PRq308_2,Primary respondent - (3.08) Primary use - land 2
2016,PRq308_3,Primary respondent - (3.08) Primary use - land 3
2016,PRq308_4,Primary respondent - (3.08) Primary use - land 4
2016,PRq308_5,Primary respondent - (3.08) Primary use - land 5
2016,PRq309_1_1,Primary respondent - (3.09) Owner codes - land 1. Owner code 1
2016,PRq309_1_10,Primary respondent - (3.09) Owner codes - land 1. Owner code 10
2016,PRq309_1_2,Primary respondent - (3.09) Owner codes - land 1. Owner code 2
2016,PRq309_1_3,Primary respondent - (3.09) Owner codes - land 1. Owner code 3
2016,PRq309_1_4,Primary respondent - (3.09) Owner codes - land 1. Owner code 4
2016,PRq309_1_5,Primary respondent - (3.09) Owner codes - land 1. Owner code 5
2016,PRq309_1_6,Primary respondent - (3.09) Owner codes - land 1. Owner code 6
2016,PRq309_1_7,Primary respondent - (3.09) Owner codes - land 1. Owner code 7
2016,PRq309_1_8,Primary respondent - (3.09) Owner codes - land 1. Owner code 8
2016,PRq309_1_9,Primary respondent - (3.09) Owner codes - land 1.  Owner code 9
2016,PRq309_1_97,Primary respondent - (3.09) Owner codes - land 1. Don't know
2016,PRq309_1_99,Primary respondent - (3.09) Owner codes - land 1. Refusal
2016,PRq309_2_1,Primary respondent - (3.09) Owner codes - land 2. Owner code 1
2016,PRq309_2_10,Primary respondent - (3.09) Owner codes - land 2. Owner code 10
2016,PRq309_2_2,Primary respondent - (3.09) Owner codes - land 2. Owner code 2
2016,PRq309_2_3,Primary respondent - (3.09) Owner codes - land 2. Owner code 3
2016,PRq309_2_4,Primary respondent - (3.09) Owner codes - land 2. Owner code 4
2016,PRq309_2_5,Primary respondent - (3.09) Owner codes - land 2. Owner code 5
2016,PRq309_2_6,Primary respondent - (3.09) Owner codes - land 2. Owner code 6
2016,PRq309_2_7,Primary respondent - (3.09) Owner codes - land 2. Owner code 7
2016,PRq309_2_8,Primary respondent - (3.09) Owner codes - land 2. Owner code 8
2016,PRq309_2_9,Primary respondent - (3.09) Owner codes - land 2.  Owner code 9
2016,PRq309_2_97,Primary respondent - (3.09) Owner codes - land 2. Don't know
2016,PRq309_2_99,Primary respondent - (3.09) Owner codes - land 2. Refusal
2016,PRq309_3_1,Primary respondent - (3.09) Owner codes - land 3. Owner code 1
2016,PRq309_3_10,Primary respondent - (3.09) Owner codes - land 3. Owner code 10
2016,PRq309_3_2,Primary respondent - (3.09) Owner codes - land 3. Owner code 2
2016,PRq309_3_3,Primary respondent - (3.09) Owner codes - land 3. Owner code 3
2016,PRq309_3_4,Primary respondent - (3.09) Owner codes - land 3. Owner code 4
2016,PRq309_3_5,Primary respondent - (3.09) Owner codes - land 3. Owner code 5
2016,PRq309_3_6,Primary respondent - (3.09) Owner codes - land 3. Owner code 6
2016,PRq309_3_7,Primary respondent - (3.09) Owner codes - land 3. Owner code 7
2016,PRq309_3_8,Primary respondent - (3.09) Owner codes - land 3. Owner code 8
2016,PRq309_3_9,Primary respondent - (3.09) Owner codes - land 3.  Owner code 9
2016,PRq309_3_97,Primary respondent - (3.09) Owner codes - land 3. Don't know
2016,PRq309_3_99,Primary respondent - (3.09) Owner codes - land 3. Refusal
2016,PRq309_4_1,Primary respondent - (3.09) Owner codes - land 4. Owner code 1
2016,PRq309_4_10,Primary respondent - (3.09) Owner codes - land 4. Owner code 10
2016,PRq309_4_2,Primary respondent - (3.09) Owner codes - land 4. Owner code 2
2016,PRq309_4_3,Primary respondent - (3.09) Owner codes - land 4. Owner code 3
2016,PRq309_4_4,Primary respondent - (3.09) Owner codes - land 4. Owner code 4
2016,PRq309_4_5,Primary respondent - (3.09) Owner codes - land 4. Owner code 5
2016,PRq309_4_6,Primary respondent - (3.09) Owner codes - land 4. Owner code 6
2016,PRq309_4_7,Primary respondent - (3.09) Owner codes - land 4. Owner code 7
2016,PRq309_4_8,Primary respondent - (3.09) Owner codes - land 4. Owner code 8
2016,PRq309_4_9,Primary respondent - (3.09) Owner codes - land 4.  Owner code 9
2016,PRq309_4_97,Primary respondent - (3.09) Owner codes - land 4. Don't know
2016,PRq309_4_99,Primary respondent - (3.09) Owner codes - land 4. Refusal
2016,PRq309_5_1,Primary respondent - (3.09) Owner codes - land 5. Owner code 1
2016,PRq309_5_10,Primary respondent - (3.09) Owner codes - land 5. Owner code 10
2016,PRq309_5_2,Primary respondent - (3.09) Owner codes - land 5. Owner code 2
2016,PRq309_5_3,Primary respondent - (3.09) Owner codes - land 5. Owner code 3
2016,PRq309_5_4,Primary respondent - (3.09) Owner codes - land 5. Owner code 4
2016,PRq309_5_5,Primary respondent - (3.09) Owner codes - land 5. Owner code 5
2016,PRq309_5_6,Primary respondent - (3.09) Owner codes - land 5. Owner code 6
2016,PRq309_5_7,Primary respondent - (3.09) Owner codes - land 5. Owner code 7
2016,PRq309_5_8,Primary respondent - (3.09) Owner codes - land 5. Owner code 8
2016,PRq309_5_9,Primary respondent - (3.09) Owner codes - land 5.  Owner code 9
2016,PRq309_5_97,Primary respondent - (3.09) Owner codes - land 5. Don't know
2016,PRq309_5_99,Primary respondent - (3.09) Owner codes - land 5. Refusal
2016,PRq310_1,Primary respondent - (3.10) Owners have deeds or documents for the land - land 1
2016,PRq310_2,Primary respondent - (3.10) Owners have deeds or documents for the land - land 2
2016,PRq310_3,Primary respondent - (3.10) Owners have deeds or documents for the land - land 3
2016,PRq310_4,Primary respondent - (3.10) Owners have deeds or documents for the land - land 4
2016,PRq310_5,Primary respondent - (3.10) Owners have deeds or documents for the land - land 5
2016,PRq311_1_1,Primary respondent - (3.11) Names on the deed - land 1. Owner code 1
2016,PRq311_1_10,Primary respondent - (3.11) Names on the deed - land 1. Owner code 10
2016,PRq311_1_2,Primary respondent - (3.11) Names on the deed - land 1. Owner code 2
2016,PRq311_1_3,Primary respondent - (3.11) Names on the deed - land 1. Owner code 3
2016,PRq311_1_4,Primary respondent - (3.11) Names on the deed - land 1. Owner code 4
2016,PRq311_1_5,Primary respondent - (3.11) Names on the deed - land 1. Owner code 5
2016,PRq311_1_6,Primary respondent - (3.11) Names on the deed - land 1. Owner code 6
2016,PRq311_1_7,Primary respondent - (3.11) Names on the deed - land 1. Owner code 7
2016,PRq311_1_8,Primary respondent - (3.11) Names on the deed - land 1. Owner code 8
2016,PRq311_1_9,Primary respondent - (3.11) Names on the deed - land 1. Owner code 9
2016,PRq311_1_97,Primary respondent - (3.11) Names on the deed - land 1. Don't know
2016,PRq311_1_99,Primary respondent - (3.11) Names on the deed - land 1. Refusal
